exercise_id,exercise_name,primary_muscle,secondary_muscles,equipment,category,difficulty,met_value,sets_beginner,reps_beginner,sets_intermediate,reps_intermediate,sets_advanced,reps_advanced,rest_seconds,contraindications,is_compound,is_bodyweight,calorie_burn_30min,video_cue
688,Barbell Hip Thrust (Barbell variation),Glutes,"Hamstrings, Core",Barbell,Strength,Beginner,6.8,3,8-12,4,6-10,5,4-8,90,"Neck injury, Severe lower back pain",0,0,245,Search: 'Barbell Hip Thrust Barbell form' for technique guidance
689,Dumbbell Shoulder Press (Kettlebell variation),Shoulders,"Triceps, Traps",Kettlebell,Strength,Beginner,6.9,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,228,Search: 'Dumbbell Shoulder Press Kettlebell form' for technique guidance
690,Leg Extension (Cable Machine variation),Quadriceps,None,Cable Machine,Strength,Intermediate,4.5,3,8-12,4,6-10,5,4-8,120,"Patellofemoral pain, ACL injury, Knee impingement",0,0,158,Search: 'Leg Extension Cable Machine form' for technique guidance
691,Barbell Curl (Dumbbells variation),Biceps,Brachialis,Dumbbells,Strength,Intermediate,3.4,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Dumbbells form' for technique guidance
692,Hanging Leg Raise (Dumbbells variation),Lower Abs,"Hip Flexors, Core",Dumbbells,Core,Beginner,5.1,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Dumbbells form' for technique guidance
693,Incline DB Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Advanced,3.4,3,8-12,4,6-10,5,4-8,180,Shoulder injury,0,0,122,Search: 'Incline DB Curl Resistance Band form' for technique guidance
694,Elliptical Trainer (Dumbbells variation),Full Body,Cardiovascular,Dumbbells,Cardio,Intermediate,7.1,3,8-12,4,6-10,5,4-8,120,None (low impact),1,0,228,Search: 'Elliptical Trainer Dumbbells form' for technique guidance
695,Upright Row (Kettlebell variation),Traps,Lateral Delt,Kettlebell,Strength,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Kettlebell form' for technique guidance
696,Cable Lateral Raise (Barbell variation),Lateral Delt,Traps,Barbell,Strength,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Barbell form' for technique guidance
697,Sumo Deadlift (Kettlebell variation),Quadriceps,"Glutes, Hamstrings, Adductors",Kettlebell,Strength,Intermediate,7.7,3,8-12,4,6-10,5,4-8,120,"Groin strain, Hip injury",0,0,280,Search: 'Sumo Deadlift Kettlebell form' for technique guidance
698,Hanging Leg Raise (None variation),Lower Abs,"Hip Flexors, Core",None,Core,Beginner,4.6,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,1,175,Search: 'Hanging Leg Raise None form' for technique guidance
699,Copenhagen Plank (Resistance Band variation),Adductors,Core,Resistance Band,Core,Beginner,4.8,3,8-12,4,6-10,5,4-8,90,Groin injury,0,0,175,Search: 'Copenhagen Plank Resistance Band form' for technique guidance
700,Wrist Curl (Kettlebell variation),Forearm Flex,None,Kettlebell,Strength,Beginner,2.6,3,8-12,4,6-10,5,4-8,90,"Tennis elbow, Carpal tunnel, De Quervain's",0,0,88,Search: 'Wrist Curl Kettlebell form' for technique guidance
701,Romanian Deadlift (Resistance Band variation),Hamstrings,"Glutes, Lower Back",Resistance Band,Strength,Intermediate,7.4,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Hamstring Grade III",0,0,245,Search: 'Romanian Deadlift Resistance Band form' for technique guidance
702,Leg Curl (lying) (Machine variation),Hamstrings,Glutes,Machine,Strength,Advanced,4.6,3,8-12,4,6-10,5,4-8,180,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Machine form' for technique guidance
703,Leg Curl (seated) (Machine variation),Hamstrings,None,Machine,Strength,Advanced,4.9,3,8-12,4,6-10,5,4-8,180,"Hamstring Grade II+ strain, Knee surgery",0,0,158,Search: 'Leg Curl (seated) Machine form' for technique guidance
704,Elliptical Trainer (None variation),Full Body,Cardiovascular,None,Cardio,Advanced,6.0,3,8-12,4,6-10,5,4-8,180,None (low impact),1,1,228,Search: 'Elliptical Trainer None form' for technique guidance
705,Barbell Bench Press (Resistance Band variation),Chest,"Triceps, Front Deltoid",Resistance Band,Strength,Beginner,7.4,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Resistance Band form' for technique guidance
706,Barbell Bench Press (Dumbbells variation),Chest,"Triceps, Front Deltoid",Dumbbells,Strength,Intermediate,7.2,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Dumbbells form' for technique guidance
707,Standing Calf Raise (Dumbbells variation),Gastrocnemius,Soleus,Dumbbells,Strength,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Dumbbells form' for technique guidance
708,Standing Calf Raise (None variation),Gastrocnemius,Soleus,None,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Calf strain",0,1,140,Search: 'Standing Calf Raise None form' for technique guidance
709,Barbell Deadlift (Kettlebell variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Kettlebell,Strength,Beginner,9.4,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Kettlebell form' for technique guidance
710,Incline DB Bench Press (Machine variation),Upper Chest,"Front Deltoid, Triceps",Machine,Strength,Advanced,6.8,3,8-12,4,6-10,5,4-8,180,"Shoulder pain, Rotator cuff",0,0,245,Search: 'Incline DB Bench Press Machine form' for technique guidance
711,Dumbbell Shoulder Press (None variation),Shoulders,"Triceps, Traps",None,Strength,Beginner,7.0,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,1,228,Search: 'Dumbbell Shoulder Press None form' for technique guidance
712,Landmine Rotation (Machine variation),Obliques,"Core, Shoulders",Machine,Core,Advanced,4.7,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Lower back disc",0,0,175,Search: 'Landmine Rotation Machine form' for technique guidance
713,Treadmill Running (Kettlebell variation),Full Body,Cardiovascular,Kettlebell,Cardio,Intermediate,9.4,3,8-12,4,6-10,5,4-8,120,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Kettlebell form' for technique guidance
714,Barbell Row (Cable Machine variation),Lats,"Rhomboids, Biceps, Rear Delt",Cable Machine,Strength,Intermediate,7.7,3,8-12,4,6-10,5,4-8,120,Lower back disc injury,0,0,262,Search: 'Barbell Row Cable Machine form' for technique guidance
715,Cable Crunch (Cable Machine variation),Abs,Core,Cable Machine,Core,Intermediate,4.2,3,8-12,4,6-10,5,4-8,120,Lower back disc injury (avoid spinal flexion),0,0,140,Search: 'Cable Crunch Cable Machine form' for technique guidance
716,Leg Extension (Cable Machine variation),Quadriceps,None,Cable Machine,Strength,Intermediate,4.8,3,8-12,4,6-10,5,4-8,120,"Patellofemoral pain, ACL injury, Knee impingement",0,0,158,Search: 'Leg Extension Cable Machine form' for technique guidance
717,Dumbbell Curl (Barbell variation),Biceps,Brachialis,Barbell,Strength,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy",0,0,122,Search: 'Dumbbell Curl Barbell form' for technique guidance
718,Lat Pulldown (Machine variation),Lats,"Biceps, Rear Delt",Machine,Strength,Intermediate,5.3,3,8-12,4,6-10,5,4-8,120,Shoulder injury,0,0,192,Search: 'Lat Pulldown Machine form' for technique guidance
719,Cable Fly (Barbell variation),Chest,Front Delt,Barbell,Strength,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,Shoulder impingement,0,0,158,Search: 'Cable Fly Barbell form' for technique guidance
720,Leg Curl (lying) (Resistance Band variation),Hamstrings,Glutes,Resistance Band,Strength,Advanced,4.7,3,8-12,4,6-10,5,4-8,180,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Resistance Band form' for technique guidance
721,Incline DB Bench Press (Kettlebell variation),Upper Chest,"Front Deltoid, Triceps",Kettlebell,Strength,Beginner,7.5,3,8-12,4,6-10,5,4-8,90,"Shoulder pain, Rotator cuff",0,0,245,Search: 'Incline DB Bench Press Kettlebell form' for technique guidance
722,Jumping Rope (Dumbbells variation),Calves,"Full Body, Cardiovascular",Dumbbells,Cardio,Advanced,13.0,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Dumbbells form' for technique guidance
723,Barbell Back Squat (Barbell variation),Quadriceps,"Glutes, Hamstrings, Core",Barbell,Strength,Beginner,7.7,3,8-12,4,6-10,5,4-8,90,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Barbell form' for technique guidance
724,Rowing Machine (Kettlebell variation),Back,"Full Body, Cardiovascular",Kettlebell,Cardio,Advanced,8.0,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Kettlebell form' for technique guidance
725,Barbell Row (Kettlebell variation),Lats,"Rhomboids, Biceps, Rear Delt",Kettlebell,Strength,Beginner,7.7,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,262,Search: 'Barbell Row Kettlebell form' for technique guidance
726,Barbell Back Squat (Kettlebell variation),Quadriceps,"Glutes, Hamstrings, Core",Kettlebell,Strength,Intermediate,7.9,3,8-12,4,6-10,5,4-8,120,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Kettlebell form' for technique guidance
727,Smith Machine Squat (None variation),Quadriceps,"Glutes, Hamstrings",None,Strength,Intermediate,6.4,3,8-12,4,6-10,5,4-8,120,"Knee pain, Lower back injury",0,1,245,Search: 'Smith Machine Squat None form' for technique guidance
728,Dead Bug (Dumbbells variation),Core,Hip Flexors,Dumbbells,Core,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Dumbbells form' for technique guidance
729,Dumbbell Shoulder Press (Dumbbells variation),Shoulders,"Triceps, Traps",Dumbbells,Strength,Beginner,6.3,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,228,Search: 'Dumbbell Shoulder Press Dumbbells form' for technique guidance
730,Face Pull (None variation),Rear Delt,"External Rotators, Traps",None,Strength,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,Shoulder impingement (use light weight),0,1,122,Search: 'Face Pull None form' for technique guidance
731,Bulgarian Split Squat (Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Machine,Strength,Intermediate,7.6,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle instability, Hip flexor strain",0,0,262,Search: 'Bulgarian Split Squat Machine form' for technique guidance
732,Cable Crunch (None variation),Abs,Core,None,Core,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,Lower back disc injury (avoid spinal flexion),0,1,140,Search: 'Cable Crunch None form' for technique guidance
733,Barbell Deadlift (Resistance Band variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Resistance Band,Strength,Intermediate,9.8,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Resistance Band form' for technique guidance
734,Rowing Machine (Resistance Band variation),Back,"Full Body, Cardiovascular",Resistance Band,Cardio,Beginner,9.2,3,8-12,4,6-10,5,4-8,90,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Resistance Band form' for technique guidance
735,Push-Up (Resistance Band variation),Chest,"Triceps, Front Delt, Core",Resistance Band,Strength,Intermediate,5.3,3,8-12,4,6-10,5,4-8,120,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Resistance Band form' for technique guidance
736,Arnold Press (None variation),Shoulders,"Triceps, Chest",None,Strength,Advanced,6.7,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,1,228,Search: 'Arnold Press None form' for technique guidance
737,Reverse Crunch (None variation),Lower Abs,Core,None,Core,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,Lower back disc injury,0,1,122,Search: 'Reverse Crunch None form' for technique guidance
738,T-Bar Row (Machine variation),Lats,"Rhomboids, Biceps",Machine,Strength,Intermediate,8.0,3,8-12,4,6-10,5,4-8,120,Lower back pain,0,0,262,Search: 'T-Bar Row Machine form' for technique guidance
739,Burpee (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,HIIT,Beginner,9.4,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Resistance Band form' for technique guidance
740,Barbell Curl (None variation),Biceps,Brachialis,None,Strength,Intermediate,3.6,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,1,122,Search: 'Barbell Curl None form' for technique guidance
741,Standing Calf Raise (None variation),Gastrocnemius,Soleus,None,Strength,Beginner,4.2,3,8-12,4,6-10,5,4-8,90,"Achilles tendinopathy (early), Calf strain",0,1,140,Search: 'Standing Calf Raise None form' for technique guidance
742,Lateral Raise (Kettlebell variation),Lateral Delt,Traps,Kettlebell,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (keep below 90°),0,0,122,Search: 'Lateral Raise Kettlebell form' for technique guidance
743,Barbell Curl (Machine variation),Biceps,Brachialis,Machine,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Machine form' for technique guidance
744,Hanging Leg Raise (Dumbbells variation),Lower Abs,"Hip Flexors, Core",Dumbbells,Core,Beginner,5.2,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Dumbbells form' for technique guidance
745,Pull-Up (Resistance Band variation),Lats,"Biceps, Rear Delt, Core",Resistance Band,Strength,Beginner,6.3,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Elbow injury, Rotator cuff",0,0,245,Search: 'Pull-Up Resistance Band form' for technique guidance
746,Mountain Climbers (None variation),Core,"Shoulders, Cardiovascular",None,HIIT,Intermediate,8.6,3,8-12,4,6-10,5,4-8,120,"Wrist pain, Shoulder injury",0,1,315,Search: 'Mountain Climbers None form' for technique guidance
747,Dips (Kettlebell variation),Triceps,"Chest, Front Delt",Kettlebell,Strength,Beginner,6.0,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff, Elbow injury",0,0,210,Search: 'Dips Kettlebell form' for technique guidance
748,Wrist Curl (Cable Machine variation),Forearm Flex,None,Cable Machine,Strength,Beginner,2.7,3,8-12,4,6-10,5,4-8,90,"Tennis elbow, Carpal tunnel, De Quervain's",0,0,88,Search: 'Wrist Curl Cable Machine form' for technique guidance
749,Push-Up (Cable Machine variation),Chest,"Triceps, Front Delt, Core",Cable Machine,Strength,Beginner,5.0,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Cable Machine form' for technique guidance
750,V-Up (Dumbbells variation),Core,Hip Flexors,Dumbbells,Core,Beginner,4.1,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Dumbbells form' for technique guidance
751,Romanian Deadlift (Resistance Band variation),Hamstrings,"Glutes, Lower Back",Resistance Band,Strength,Intermediate,7.5,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Hamstring Grade III",0,0,245,Search: 'Romanian Deadlift Resistance Band form' for technique guidance
752,Reverse Crunch (Machine variation),Lower Abs,Core,Machine,Core,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,122,Search: 'Reverse Crunch Machine form' for technique guidance
753,Hanging Leg Raise (Machine variation),Lower Abs,"Hip Flexors, Core",Machine,Core,Advanced,5.4,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Machine form' for technique guidance
754,Mountain Climbers (Kettlebell variation),Core,"Shoulders, Cardiovascular",Kettlebell,HIIT,Beginner,9.7,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Kettlebell form' for technique guidance
755,Ab Wheel Rollout (Kettlebell variation),Core,"Lats, Shoulders",Kettlebell,Core,Advanced,5.2,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Shoulder injury",0,0,175,Search: 'Ab Wheel Rollout Kettlebell form' for technique guidance
756,T-Bar Row (Dumbbells variation),Lats,"Rhomboids, Biceps",Dumbbells,Strength,Beginner,7.4,3,8-12,4,6-10,5,4-8,90,Lower back pain,0,0,262,Search: 'T-Bar Row Dumbbells form' for technique guidance
757,Treadmill Running (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,Cardio,Advanced,10.2,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Cable Machine form' for technique guidance
758,T-Bar Row (Resistance Band variation),Lats,"Rhomboids, Biceps",Resistance Band,Strength,Advanced,7.1,3,8-12,4,6-10,5,4-8,180,Lower back pain,0,0,262,Search: 'T-Bar Row Resistance Band form' for technique guidance
759,Mountain Climbers (Barbell variation),Core,"Shoulders, Cardiovascular",Barbell,HIIT,Beginner,9.7,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Barbell form' for technique guidance
760,Chin-Up (Resistance Band variation),Biceps,"Lats, Core",Resistance Band,Strength,Advanced,6.9,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Biceps tendinopathy",0,0,245,Search: 'Chin-Up Resistance Band form' for technique guidance
761,Upright Row (Machine variation),Traps,Lateral Delt,Machine,Strength,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Machine form' for technique guidance
762,T-Bar Row (Kettlebell variation),Lats,"Rhomboids, Biceps",Kettlebell,Strength,Advanced,7.3,3,8-12,4,6-10,5,4-8,180,Lower back pain,0,0,262,Search: 'T-Bar Row Kettlebell form' for technique guidance
763,Treadmill Running (None variation),Full Body,Cardiovascular,None,Cardio,Beginner,10.7,3,8-12,4,6-10,5,4-8,90,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,1,343,Search: 'Treadmill Running None form' for technique guidance
764,Hip Adduction Machine (Machine variation),Adductors,None,Machine,Strength,Beginner,3.2,3,8-12,4,6-10,5,4-8,90,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Machine form' for technique guidance
765,Rowing Machine (Machine variation),Back,"Full Body, Cardiovascular",Machine,Cardio,Intermediate,8.7,3,8-12,4,6-10,5,4-8,120,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Machine form' for technique guidance
766,Hip Abduction Machine (Dumbbells variation),Abductors,Glutes,Dumbbells,Strength,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,Hip injury,0,0,122,Search: 'Hip Abduction Machine Dumbbells form' for technique guidance
767,Swimming (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,Cardio,Intermediate,7.5,3,8-12,4,6-10,5,4-8,120,Shoulder injury (use kickboard only),1,0,245,Search: 'Swimming Resistance Band form' for technique guidance
768,Barbell Bench Press (Dumbbells variation),Chest,"Triceps, Front Deltoid",Dumbbells,Strength,Intermediate,7.9,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Dumbbells form' for technique guidance
769,Face Pull (Machine variation),Rear Delt,"External Rotators, Traps",Machine,Strength,Intermediate,3.4,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (use light weight),0,0,122,Search: 'Face Pull Machine form' for technique guidance
770,Chin-Up (Dumbbells variation),Biceps,"Lats, Core",Dumbbells,Strength,Advanced,6.6,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Biceps tendinopathy",0,0,245,Search: 'Chin-Up Dumbbells form' for technique guidance
771,Sumo Deadlift (None variation),Quadriceps,"Glutes, Hamstrings, Adductors",None,Strength,Beginner,7.8,3,8-12,4,6-10,5,4-8,90,"Groin strain, Hip injury",0,1,280,Search: 'Sumo Deadlift None form' for technique guidance
772,Lateral Raise (Dumbbells variation),Lateral Delt,Traps,Dumbbells,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (keep below 90°),0,0,122,Search: 'Lateral Raise Dumbbells form' for technique guidance
773,Sumo Deadlift (None variation),Quadriceps,"Glutes, Hamstrings, Adductors",None,Strength,Advanced,8.0,3,8-12,4,6-10,5,4-8,180,"Groin strain, Hip injury",0,1,280,Search: 'Sumo Deadlift None form' for technique guidance
774,Mountain Climbers (None variation),Core,"Shoulders, Cardiovascular",None,HIIT,Beginner,9.4,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,1,315,Search: 'Mountain Climbers None form' for technique guidance
775,Glute Bridge (Resistance Band variation),Glutes,"Hamstrings, Core",Resistance Band,Core,Beginner,4.3,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Resistance Band form' for technique guidance
776,Cable Crunch (None variation),Abs,Core,None,Core,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,Lower back disc injury (avoid spinal flexion),0,1,140,Search: 'Cable Crunch None form' for technique guidance
777,Jumping Rope (Dumbbells variation),Calves,"Full Body, Cardiovascular",Dumbbells,Cardio,Advanced,11.7,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Dumbbells form' for technique guidance
778,Elliptical Trainer (Dumbbells variation),Full Body,Cardiovascular,Dumbbells,Cardio,Beginner,6.4,3,8-12,4,6-10,5,4-8,90,None (low impact),1,0,228,Search: 'Elliptical Trainer Dumbbells form' for technique guidance
779,Barbell Back Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Advanced,8.4,3,8-12,4,6-10,5,4-8,180,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Cable Machine form' for technique guidance
780,Lat Pulldown (Dumbbells variation),Lats,"Biceps, Rear Delt",Dumbbells,Strength,Advanced,5.3,3,8-12,4,6-10,5,4-8,180,Shoulder injury,0,0,192,Search: 'Lat Pulldown Dumbbells form' for technique guidance
781,Crunch (Barbell variation),Upper Abs,Core,Barbell,Core,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Barbell form' for technique guidance
782,Treadmill Running (Machine variation),Full Body,Cardiovascular,Machine,Cardio,Beginner,10.1,3,8-12,4,6-10,5,4-8,90,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Machine form' for technique guidance
783,Pull-Up (Resistance Band variation),Lats,"Biceps, Rear Delt, Core",Resistance Band,Strength,Intermediate,7.7,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Elbow injury, Rotator cuff",0,0,245,Search: 'Pull-Up Resistance Band form' for technique guidance
784,Cable Lateral Raise (Dumbbells variation),Lateral Delt,Traps,Dumbbells,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Dumbbells form' for technique guidance
785,Incline DB Curl (Barbell variation),Biceps,Brachialis,Barbell,Strength,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,Shoulder injury,0,0,122,Search: 'Incline DB Curl Barbell form' for technique guidance
786,Cable Lateral Raise (None variation),Lateral Delt,Traps,None,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,1,122,Search: 'Cable Lateral Raise None form' for technique guidance
787,DB Shrug (Kettlebell variation),Traps,Neck,Kettlebell,Strength,Beginner,4.4,3,8-12,4,6-10,5,4-8,90,Neck injury,0,0,140,Search: 'DB Shrug Kettlebell form' for technique guidance
788,Copenhagen Plank (Resistance Band variation),Adductors,Core,Resistance Band,Core,Intermediate,4.5,3,8-12,4,6-10,5,4-8,120,Groin injury,0,0,175,Search: 'Copenhagen Plank Resistance Band form' for technique guidance
789,Leg Curl (seated) (Dumbbells variation),Hamstrings,None,Dumbbells,Strength,Beginner,4.6,3,8-12,4,6-10,5,4-8,90,"Hamstring Grade II+ strain, Knee surgery",0,0,158,Search: 'Leg Curl (seated) Dumbbells form' for technique guidance
790,Landmine Rotation (Barbell variation),Obliques,"Core, Shoulders",Barbell,Core,Beginner,4.5,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,0,175,Search: 'Landmine Rotation Barbell form' for technique guidance
791,Landmine Rotation (Kettlebell variation),Obliques,"Core, Shoulders",Kettlebell,Core,Beginner,4.8,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,0,175,Search: 'Landmine Rotation Kettlebell form' for technique guidance
792,Dead Bug (Kettlebell variation),Core,Hip Flexors,Kettlebell,Core,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Kettlebell form' for technique guidance
793,Face Pull (Barbell variation),Rear Delt,"External Rotators, Traps",Barbell,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (use light weight),0,0,122,Search: 'Face Pull Barbell form' for technique guidance
794,Rear Delt Fly (Cable Machine variation),Rear Delt,Rhomboids,Cable Machine,Strength,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,None,0,0,122,Search: 'Rear Delt Fly Cable Machine form' for technique guidance
795,Hip Abduction Machine (Dumbbells variation),Abductors,Glutes,Dumbbells,Strength,Intermediate,3.3,3,8-12,4,6-10,5,4-8,120,Hip injury,0,0,122,Search: 'Hip Abduction Machine Dumbbells form' for technique guidance
796,Single-Leg Glute Bridge (Machine variation),Glutes,"Hamstrings, Core",Machine,Core,Advanced,4.4,3,8-12,4,6-10,5,4-8,180,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Machine form' for technique guidance
797,Crunch (Machine variation),Upper Abs,Core,Machine,Core,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Machine form' for technique guidance
798,Copenhagen Plank (Dumbbells variation),Adductors,Core,Dumbbells,Core,Advanced,5.4,3,8-12,4,6-10,5,4-8,180,Groin injury,0,0,175,Search: 'Copenhagen Plank Dumbbells form' for technique guidance
799,Barbell Back Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Advanced,8.0,3,8-12,4,6-10,5,4-8,180,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Cable Machine form' for technique guidance
800,Cable Lateral Raise (Kettlebell variation),Lateral Delt,Traps,Kettlebell,Strength,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Kettlebell form' for technique guidance
801,Russian Twist (Cable Machine variation),Obliques,Core,Cable Machine,Core,Advanced,4.8,3,8-12,4,6-10,5,4-8,180,Lower back disc injury (rotation stress),0,0,158,Search: 'Russian Twist Cable Machine form' for technique guidance
